SQL Query,Prompt,Response
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Seychelles'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Seychelles's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Seychelles's exports, based on trade flow code 2, are as follows:
Market 1: Gibraltar, Total Trade Value: 644894389.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Burkina Faso'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Burkina Faso's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Burkina Faso's exports, based on trade flow code 2, are as follows:
Market 1: Cote d'Ivoire, Total Trade Value: 61235357.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Belgium'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Belgium's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Belgium's exports, based on trade flow code 2, are as follows:
Market 1: Germany, Total Trade Value: 65823693510.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Ethiopia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Ethiopia's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Ethiopia's exports, based on trade flow code 2, are as follows:
Market 1: Somalia, Total Trade Value: 294493042.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Mozambique'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Mozambique's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Mozambique's exports, based on trade flow code 2, are as follows:
Market 1: United Kingdom, Total Trade Value: 373427558.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Sri Lanka'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Sri Lanka's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Sri Lanka's exports, based on trade flow code 2, are as follows:
Market 1: India, Total Trade Value: 891459067.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Malawi'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Malawi's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Malawi's exports, based on trade flow code 2, are as follows:
Market 1: United Arab Emirates, Total Trade Value: 96257393.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Austria'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Austria's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Austria's exports, based on trade flow code 2, are as follows:
Market 1: Germany, Total Trade Value: 59518874020.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Myanmar'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Myanmar's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Myanmar's exports, based on trade flow code 2, are as follows:
Market 1: China, Total Trade Value: 2054207305.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Namibia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Namibia's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for Namibia's exports, based on trade flow code 2, are as follows:
Market 1: Botswana, Total Trade Value: 448406682.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Denmark'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Denmark's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Denmark's exports, based on trade flow code 2, are as follows:
Market 1: Germany, Total Trade Value: 17244303772.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'France'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for France's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for France's exports, based on trade flow code 2, are as follows:
Market 1: Italy, Total Trade Value: 37139019548.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Japan'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Japan's exports in 2022. Can you provide details on these markets, including the countries and their respective total trade values?","In 2022, the top 3 markets for Japan's exports, based on trade flow code 2, are as follows:
Market 1: United States, Total Trade Value: 126563157252.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Lithuania'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for Lithuania's exports in 2021. Can you provide details on these markets, including the countries and their respective total trade values?","In 2021, the top 3 markets for Lithuania's exports, based on trade flow code 2, are as follows:
Market 1: Latvia, Total Trade Value: 3801155095.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'West Bank and Gaza'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 2
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I'm interested in knowing the top 3 markets for West Bank and Gaza's exports in 2020. Can you provide details on these markets, including the countries and their respective total trade values?","In 2020, the top 3 markets for West Bank and Gaza's exports, based on trade flow code 2, are as follows:
Market 1: United Arab Emirates, Total Trade Value: 18341144.00 US$"
